Household_ID,Region,Households_Type,Race,nPeople,nChildren,nOld,Males,Females,Income,PubTrans
32485,31,AL_O,White,1,0,0,0,1,POV,Yes
32486,66,R,White,5,0,0,3,2,NO,No
32487,14,A,Asian,1,0,0,0,1,POV,No
32488,16,HW,White,4,2,0,2,2,POV,No
32489,55,R,White,6,0,0,3,3,POV,No
32490,21,AL_O,White,1,0,0,1,0,NO,No
32491,40,AL_O,White,1,0,0,0,1,POV,No
32492,13,HW,White,4,2,0,2,2,POV,No
32493,54,R,White,3,0,0,2,1,NO,No
32494,69,A,White,1,0,0,0,1,POV,No
32495,56,HW,White,4,2,0,2,2,NO,No
32496,20,A,White,1,0,0,0,1,NO,No
32497,67,SP,Hispanic,4,3,0,1,3,NO,No
32498,66,HW,White,6,4,0,5,1,NO,No
32499,11,R,Asian,6,0,0,5,1,NO,No
32500,70,HW,Hispanic,4,2,0,3,1,NO,Yes
32501,2,SP,Asian,3,2,0,0,3,POV,No
32502,6,A,White,1,0,0,1,0,NO,Yes
32503,56,SP,Black,2,1,0,2,0,POV,No
32504,16,HW,White,3,1,0,2,1,POV,No
32505,7,SP,White,3,2,0,0,3,NO,No
32506,4,SP,Hispanic,3,2,0,2,1,POV,No
32507,18,R,White,4,0,0,1,3,NO,No
32508,35,HW_O,White,2,0,2,1,1,NO,No
32509,21,HW_O,White,2,0,2,1,1,NO,No
32510,30,HW_O,White,2,0,2,1,1,NO,No
32511,69,AL_O,White,1,0,0,1,0,POV,No
32512,15,SP,White,2,1,0,0,2,NO,No
32513,70,AL_O,White,1,0,0,0,1,NO,No
32514,3,A,Asian,1,0,0,0,1,NO,No
32515,22,Fam_O,Asian,3,0,1,2,1,NO,No
32516,63,HW,White,3,1,0,2,1,NO,No
32517,3,A,White,1,0,0,0,1,NO,No
32518,9,HW_O,White,2,0,2,1,1,NO,No
32519,61,SP,Multirace,4,3,0,2,2,NO,No
32520,15,A,White,1,0,0,0,1,POV,No
32521,35,HW_O,White,2,0,2,0,2,NO,No
32522,60,HW,White,3,1,0,2,1,NO,No
32523,55,A,White,1,0,0,0,1,NO,No
32524,57,SP,Black,2,1,0,1,1,NO,No
32525,16,A,White,1,0,0,1,0,NO,No
32526,43,SP,White,5,4,0,2,3,NO,No
32527,56,SP,White,5,4,0,3,2,NO,No
32528,2,AL_O,White,1,0,0,0,1,POV,No
32529,13,A,Asian,1,0,0,1,0,POV,Yes
32530,59,SP,White,3,2,0,2,1,NO,No
32531,8,Fam_O,White,3,0,1,1,2,NO,Yes
32532,4,SP,Amer Indian,2,1,0,0,2,NO,Yes
32533,39,A,White,1,0,0,0,1,POV,No
32534,70,R,White,6,0,0,3,3,NO,No
32535,68,Fam_O,White,3,0,1,1,2,NO,No
32536,70,HW,Multirace,4,2,0,1,3,NO,Yes
32537,63,HW,Asian,4,2,0,1,3,NO,No
32538,9,A,White,1,0,0,1,0,NO,No
32539,54,HW,White,3,1,0,2,1,NO,No
32540,22,HW,White,5,3,0,2,3,NO,No
32541,65,HW,White,4,2,0,2,2,NO,No
32542,70,R,White,4,0,0,3,1,NO,No
32543,14,A,White,1,0,0,0,1,POV,No
32544,3,Fam_O,White,3,0,1,1,2,NO,No
32545,48,A,White,1,0,0,0,1,NO,No
32546,9,HW,White,4,2,0,2,2,NO,Yes
32547,53,HW_O,White,2,0,2,1,1,NO,No
32548,1,SP,White,3,2,0,2,1,NO,No
32549,47,A,White,1,0,0,0,1,NO,No
32550,44,A,White,1,0,0,0,1,NO,No
32551,6,HW,Black,3,1,0,1,2,NO,No
32552,28,A,Black,1,0,0,1,0,NO,No
32553,60,R,White,3,0,0,1,2,NO,No
32554,59,AL_O,White,1,0,0,1,0,NO,No
32555,64,A,White,1,0,0,0,1,NO,No
32556,40,AL_O,White,1,0,0,1,0,NO,No
32557,7,Fam_O,Hispanic,3,0,1,2,1,NO,No
32558,29,HW_O,White,2,0,2,1,1,NO,No
32559,1,Fam_O,White,3,0,1,1,2,NO,No
32560,15,A,Asian,1,0,0,0,1,POV,No
32561,15,SP,White,3,2,0,3,0,POV,No
32562,69,HW,White,4,2,0,2,2,NO,No
32563,16,A,White,1,0,0,1,0,NO,No
32564,70,HW,White,3,1,0,2,1,NO,No
32565,59,R,Multirace,2,0,0,1,1,POV,No
32566,66,HW,White,3,1,0,2,1,NO,No
32567,9,R,White,4,0,0,1,3,POV,No
32568,29,A,White,1,0,0,1,0,NO,No
32569,20,HW,White,3,1,0,2,1,NO,No
32570,43,R,White,2,0,0,1,1,NO,No
32571,70,HW_O,White,2,0,2,1,1,NO,No
32572,10,A,White,1,0,0,0,1,NO,No
32573,33,A,Hispanic,1,0,0,1,0,NO,No
32574,30,A,White,1,0,0,1,0,NO,No
32575,37,HW,Multirace,3,1,0,2,1,POV,No
32576,56,AL_O,White,1,0,0,1,0,NO,No
32577,23,HW,White,4,2,0,3,1,NO,No
32578,50,HW_O,White,2,0,2,1,1,POV,No
32579,21,AL_O,White,1,0,0,0,1,NO,No
32580,40,HW,White,4,2,0,3,1,NO,No
32581,26,SP,White,3,2,0,2,1,NO,No
32582,70,AL_O,White,1,0,0,0,1,NO,No
32583,2,AL_O,Asian,1,0,0,0,1,NO,No
32584,60,HW,White,4,2,0,2,2,NO,No
32585,2,AL_O,Asian,1,0,0,1,0,POV,Yes
32586,18,HW,White,3,1,0,2,1,POV,No
32587,58,HW_O,Hispanic,2,0,2,0,2,NO,No
32588,66,HW,White,4,2,0,3,1,NO,No
32589,32,HW,White,4,2,0,1,3,NO,Yes
32590,7,HW_O,White,2,0,2,0,2,NO,No
32591,47,HW,White,3,1,0,2,1,NO,No
32592,70,SP,White,2,1,0,1,1,NO,No
32593,34,AL_O,White,1,0,0,1,0,NO,No
32594,16,HW,White,4,2,0,3,1,POV,No
32595,52,HW,White,4,2,0,2,2,NO,No
32596,59,AL_O,White,1,0,0,1,0,NO,No
32597,13,A,Black,1,0,0,1,0,NO,No
32598,59,AL_O,White,1,0,0,0,1,NO,No
32599,36,AL_O,White,1,0,0,0,1,POV,No
32600,3,SP,White,2,1,0,1,1,NO,No
32601,53,SP,White,4,3,0,0,4,NO,No
32602,25,AL_O,Hispanic,1,0,0,1,0,NO,No
32603,25,HW,Hispanic,3,1,0,2,1,NO,No
32604,59,A,White,1,0,0,1,0,NO,No
32605,29,R,White,2,0,0,1,1,NO,No
32606,3,HW,White,6,4,0,5,1,NO,No
32607,67,R,Hispanic,4,0,0,1,3,NO,No
32608,1,A,White,1,0,0,1,0,NO,Yes
32609,69,HW,White,4,2,0,2,2,POV,Yes
32610,64,SP,Hispanic,5,4,0,1,4,NO,No
32611,1,HW,Hispanic,3,1,0,1,2,NO,No
32612,70,R,White,4,0,0,1,3,NO,Yes
32613,69,HW,White,3,1,0,2,1,POV,No
32614,15,AL_O,White,1,0,0,0,1,NO,No
32615,23,A,Hispanic,1,0,0,1,0,POV,No
32616,22,R,White,5,0,0,3,2,NO,No
32617,66,AL_O,White,1,0,0,0,1,NO,No
32618,63,HW,White,5,3,0,3,2,NO,Yes
32619,7,A,Hispanic,1,0,0,1,0,NO,No
32620,19,AL_O,White,1,0,0,1,0,NO,No
32621,1,A,White,1,0,0,0,1,NO,No
32622,3,A,White,1,0,0,1,0,NO,No
32623,14,HW,Asian,4,2,0,2,2,POV,No
32624,36,HW,White,4,2,0,1,3,POV,No
32625,61,A,Hispanic,1,0,0,1,0,NO,No
32626,13,R,White,5,0,0,3,2,POV,No
32627,41,R,White,4,0,0,1,3,NO,Yes
32628,56,AL_O,White,1,0,0,0,1,NO,No
32629,63,HW,Black,4,2,0,1,3,NO,No
32630,53,A,White,1,0,0,0,1,POV,No
32631,58,HW,Hispanic,3,1,0,1,2,NO,No
32632,2,A,White,1,0,0,1,0,POV,No
32633,6,AL_O,Black,1,0,0,0,1,POV,No
32634,69,A,White,1,0,0,0,1,POV,No
32635,53,HW,White,3,1,0,1,2,NO,No
32636,60,SP,White,2,1,0,1,1,NO,No
32637,40,HW_O,White,2,0,2,0,2,NO,No
32638,3,R,White,3,0,0,1,2,NO,No
32639,18,HW,White,3,1,0,1,2,POV,No
32640,3,HW,White,3,1,0,1,2,NO,No
32641,70,SP,Hispanic,3,2,0,2,1,NO,No
32642,66,HW,White,4,2,0,2,2,NO,No
32643,49,A,White,1,0,0,0,1,NO,No
32644,70,SP,White,4,3,0,1,3,NO,No
32645,56,HW,White,4,2,0,3,1,NO,No
32646,46,A,White,1,0,0,1,0,NO,No
32647,28,A,Asian,1,0,0,1,0,NO,Yes
32648,69,A,Asian,1,0,0,1,0,POV,No
32649,26,A,White,1,0,0,1,0,NO,No
32650,1,AL_O,White,1,0,0,1,0,POV,No
32651,53,HW,White,3,1,0,2,1,NO,No
32652,40,A,White,1,0,0,1,0,NO,No
32653,51,A,Asian,1,0,0,1,0,NO,No
32654,1,R,White,6,0,0,1,5,NO,No
32655,49,HW,Multirace,3,1,0,1,2,NO,No
32656,70,HW,White,6,4,0,3,3,NO,No
32657,1,Fam_O,White,3,0,1,1,2,NO,No
32658,33,A,Black,1,0,0,0,1,NO,Yes
32659,16,HW_O,White,2,0,2,1,1,NO,No
32660,1,A,White,1,0,0,0,1,NO,No
32661,65,HW_O,White,2,0,2,1,1,NO,No
32662,61,HW_O,White,2,0,2,0,2,NO,No
32663,56,SP,Hispanic,3,2,0,1,2,NO,No
32664,60,Fam_O,White,3,0,1,1,2,NO,No
32665,42,HW,White,3,1,0,2,1,NO,No
32666,70,A,White,1,0,0,1,0,NO,Yes
32667,38,SP,White,3,2,0,0,3,NO,No
32668,27,HW,Black,4,2,0,2,2,NO,No
32669,2,SP,Asian,4,3,0,2,2,NO,No
32670,1,AL_O,Asian,1,0,0,0,1,NO,No
32671,30,HW,Hispanic,4,2,0,3,1,NO,No
32672,60,Fam_O,Hispanic,3,0,1,1,2,NO,No
32673,66,A,White,1,0,0,0,1,NO,No
32674,56,HW,White,5,3,0,2,3,NO,No
32675,4,HW_O,White,2,0,2,2,0,NO,No
32676,47,HW_O,Hispanic,2,0,2,0,2,POV,No
32677,32,R,White,4,0,0,3,1,POV,No
32678,48,Fam_O,White,3,0,1,1,2,NO,No
32679,60,HW,Hispanic,3,1,0,1,2,NO,No
32680,56,HW_O,White,2,0,2,2,0,NO,No
32681,7,A,White,1,0,0,0,1,NO,No
32682,46,AL_O,White,1,0,0,0,1,NO,No
32683,45,HW_O,White,2,0,2,1,1,NO,No
32684,28,A,White,1,0,0,0,1,POV,No
32685,3,HW,White,3,1,0,2,1,NO,No
32686,5,SP,White,2,1,0,0,2,POV,No
32687,63,HW_O,White,2,0,2,1,1,NO,No
32688,39,SP,Hispanic,4,3,0,2,2,NO,No
32689,25,R,White,6,0,0,3,3,NO,No
32690,4,A,Black,1,0,0,1,0,NO,Yes
32691,1,A,White,1,0,0,0,1,NO,No
32692,47,A,White,1,0,0,0,1,NO,No
32693,67,AL_O,White,1,0,0,0,1,NO,No
32694,26,SP,White,3,2,0,2,1,NO,No
32695,67,AL_O,Black,1,0,0,1,0,NO,No
32696,29,AL_O,White,1,0,0,1,0,NO,No
32697,70,HW,Asian,3,1,0,2,1,NO,No
32698,1,A,White,1,0,0,1,0,NO,No
32699,1,A,White,1,0,0,1,0,NO,No
32700,44,HW,Multirace,4,2,0,2,2,NO,No
32701,54,R,White,5,0,0,2,3,NO,No
32702,3,SP,White,2,1,0,1,1,NO,No
32703,61,A,White,1,0,0,0,1,NO,No
32704,1,A,White,1,0,0,0,1,NO,No
32705,9,R,White,2,0,0,2,0,NO,No
32706,49,SP,White,2,1,0,0,2,NO,No
32707,70,A,White,1,0,0,1,0,NO,No
32708,42,HW,White,5,3,0,3,2,NO,No
32709,47,HW,Hispanic,3,1,0,2,1,NO,No
32710,9,R,White,2,0,0,0,2,NO,No
32711,64,AL_O,White,1,0,0,0,1,NO,No
32712,23,SP,Black,3,2,0,2,1,NO,No
32713,66,SP,Asian,3,2,0,3,0,NO,No
32714,63,HW,Asian,3,1,0,2,1,NO,No
32715,54,A,Hispanic,1,0,0,0,1,NO,No
32716,42,HW,White,4,2,0,2,2,POV,No
32717,68,A,Asian,1,0,0,1,0,NO,No
32718,27,SP,White,2,1,0,0,2,NO,Yes
32719,13,R,White,6,0,0,3,3,POV,No
32720,70,A,White,1,0,0,0,1,POV,No
32721,66,SP,White,2,1,0,0,2,NO,No
32722,24,HW_O,White,2,0,2,1,1,NO,No
32723,45,HW,White,3,1,0,2,1,NO,No
32724,1,R,White,6,0,0,3,3,NO,No
32725,34,HW,White,5,3,0,3,2,NO,No
32726,60,SP,White,2,1,0,1,1,NO,No
32727,31,Fam_O,White,3,0,1,2,1,NO,No
32728,32,AL_O,White,1,0,0,0,1,NO,No
32729,59,A,White,1,0,0,1,0,NO,No
32730,1,SP,White,5,4,0,2,3,NO,Yes
32731,33,AL_O,White,1,0,0,1,0,NO,No
32732,55,HW,Black,6,4,0,4,2,NO,No
32733,25,AL_O,White,1,0,0,1,0,NO,No
32734,41,HW,White,3,1,0,2,1,NO,Yes
32735,45,HW_O,Hispanic,2,0,2,1,1,NO,No
32736,18,AL_O,Hispanic,1,0,0,1,0,NO,Yes
32737,27,A,White,1,0,0,0,1,NO,Yes
32738,3,A,White,1,0,0,1,0,NO,No
32739,70,AL_O,White,1,0,0,0,1,NO,No
32740,69,HW_O,White,2,0,2,2,0,POV,No
32741,65,A,White,1,0,0,0,1,NO,No
32742,46,HW,Black,4,2,0,2,2,NO,No
32743,6,A,White,1,0,0,0,1,POV,No
32744,7,HW,Hispanic,3,1,0,2,1,NO,No
32745,62,HW_O,Hispanic,2,0,2,1,1,NO,No
32746,62,A,White,1,0,0,1,0,NO,No
32747,65,R,Black,4,0,0,3,1,NO,No
32748,13,R,White,3,0,0,2,1,POV,No
32749,27,AL_O,Black,1,0,0,0,1,NO,No
32750,18,SP,White,5,4,0,3,2,POV,No
32751,43,A,White,1,0,0,0,1,NO,No
32752,61,SP,White,2,1,0,0,2,NO,No
32753,52,AL_O,Black,1,0,0,1,0,NO,Yes
32754,22,Fam_O,White,3,0,1,1,2,NO,No
32755,42,A,White,1,0,0,1,0,NO,No
32756,49,HW_O,White,2,0,2,1,1,POV,No
32757,14,HW_O,White,2,0,2,1,1,POV,No
32758,65,A,White,1,0,0,1,0,NO,No
32759,41,A,White,1,0,0,0,1,NO,Yes
32760,26,A,White,1,0,0,1,0,NO,No
32761,17,HW,White,3,1,0,1,2,NO,No
32762,3,HW,White,5,3,0,2,3,NO,No
32763,1,HW,White,4,2,0,2,2,NO,No
32764,28,A,White,1,0,0,0,1,NO,No
32765,11,SP,White,2,1,0,0,2,NO,Yes
32766,70,HW,Asian,5,3,0,3,2,NO,No
32767,68,AL_O,White,1,0,0,1,0,NO,No
32768,15,AL_O,White,1,0,0,1,0,NO,No
32769,29,A,White,1,0,0,1,0,NO,No
32770,26,HW_O,White,2,0,2,2,0,NO,No
32771,69,A,White,1,0,0,0,1,NO,No
32772,9,HW,White,3,1,0,2,1,NO,No
32773,60,HW_O,Hispanic,2,0,2,1,1,NO,No
32774,39,A,Hispanic,1,0,0,0,1,POV,Yes
32775,18,HW_O,White,2,0,2,1,1,POV,No
32776,69,A,White,1,0,0,0,1,POV,No
32777,68,SP,Asian,2,1,0,1,1,NO,No
32778,69,SP,White,5,4,0,2,3,POV,No
32779,9,A,White,1,0,0,0,1,NO,Yes
32780,56,HW,White,5,3,0,1,4,POV,No
32781,63,HW,Black,4,2,0,3,1,NO,No
32782,53,A,White,1,0,0,0,1,NO,No
32783,40,SP,White,4,3,0,3,1,NO,No
32784,60,AL_O,White,1,0,0,0,1,NO,No
32785,59,HW_O,White,2,0,2,2,0,NO,No
32786,9,A,White,1,0,0,1,0,NO,No
32787,9,R,White,4,0,0,2,2,POV,No
32788,21,A,White,1,0,0,1,0,NO,No
32789,16,AL_O,White,1,0,0,0,1,NO,No
32790,46,R,White,2,0,0,2,0,NO,No
32791,49,A,White,1,0,0,0,1,NO,No
32792,23,SP,Black,3,2,0,3,0,NO,No
32793,1,A,White,1,0,0,1,0,NO,Yes
32794,59,HW,White,3,1,0,1,2,NO,No
32795,66,HW,White,3,1,0,1,2,NO,No
32796,27,AL_O,Black,1,0,0,1,0,NO,No
32797,59,A,White,1,0,0,0,1,NO,No
32798,47,HW,Hispanic,3,1,0,1,2,NO,No
32799,45,SP,White,3,2,0,3,0,NO,No
32800,49,A,White,1,0,0,1,0,NO,No
32801,47,HW_O,Hispanic,2,0,2,1,1,POV,No
32802,12,HW,White,3,1,0,1,2,POV,No
32803,22,A,White,1,0,0,1,0,NO,No
32804,26,HW_O,White,2,0,2,1,1,POV,No
32805,65,HW,White,5,3,0,1,4,NO,No
32806,32,SP,Black,3,2,0,1,2,NO,No
32807,2,SP,White,3,2,0,1,2,NO,No
32808,41,A,White,1,0,0,0,1,NO,No
32809,53,SP,White,2,1,0,2,0,NO,No
32810,45,SP,White,5,4,0,2,3,NO,No
32811,30,SP,Hispanic,2,1,0,0,2,NO,No
32812,69,AL_O,Asian,1,0,0,1,0,POV,Yes
32813,16,AL_O,Black,1,0,0,0,1,POV,No
32814,46,HW_O,White,2,0,2,2,0,NO,No
32815,59,AL_O,Multirace,1,0,0,0,1,NO,No
32816,23,HW,White,5,3,0,3,2,NO,No
32817,4,A,White,1,0,0,0,1,NO,No
32818,59,SP,Black,4,3,0,2,2,NO,No
32819,39,AL_O,White,1,0,0,1,0,NO,No
32820,18,AL_O,White,1,0,0,1,0,NO,No
32821,38,HW,White,3,1,0,1,2,NO,No
32822,7,HW_O,White,2,0,2,1,1,NO,No
32823,61,A,Hispanic,1,0,0,0,1,NO,No
32824,38,A,White,1,0,0,0,1,NO,No
32825,31,HW_O,White,2,0,2,2,0,NO,No
32826,1,HW,White,4,2,0,2,2,NO,No
32827,69,SP,White,2,1,0,2,0,NO,No
32828,2,HW,White,4,2,0,1,3,NO,No
32829,40,A,White,1,0,0,0,1,NO,No
32830,57,A,Hispanic,1,0,0,0,1,POV,No
32831,4,SP,Asian,3,2,0,2,1,NO,No
32832,66,SP,White,3,2,0,0,3,NO,No
32833,13,SP,White,2,1,0,0,2,POV,Yes
32834,66,Fam_O,White,3,0,1,1,2,NO,No
32835,37,SP,White,4,3,0,2,2,POV,No
32836,11,HW,White,4,2,0,3,1,NO,No
32837,17,Fam_O,White,3,0,1,1,2,POV,No
32838,51,HW,White,3,1,0,2,1,NO,No
32839,13,A,White,1,0,0,1,0,POV,No
32840,38,SP,White,2,1,0,1,1,NO,No
32841,65,SP,White,3,2,0,1,2,NO,No
32842,70,HW,White,6,4,0,4,2,NO,No
32843,6,HW_O,White,2,0,2,2,0,NO,No
32844,50,AL_O,White,1,0,0,1,0,NO,No
32845,17,Fam_O,Asian,3,0,1,1,2,NO,No
32846,49,HW,White,6,4,0,5,1,NO,Yes
32847,59,HW,White,3,1,0,1,2,NO,No
32848,66,HW,White,4,2,0,2,2,NO,No
32849,34,A,White,1,0,0,0,1,NO,No
32850,15,SP,Black,5,4,0,2,3,NO,No
32851,25,SP,White,4,3,0,2,2,NO,No
32852,23,AL_O,Black,1,0,0,0,1,NO,No
32853,69,HW,Asian,5,3,0,3,2,POV,No
32854,67,HW,White,4,2,0,3,1,NO,No
32855,32,A,Hispanic,1,0,0,0,1,NO,No
32856,59,HW_O,White,2,0,2,2,0,NO,No
32857,66,A,White,1,0,0,0,1,NO,No
32858,28,HW,Asian,3,1,0,2,1,NO,No
32859,58,HW_O,Hispanic,2,0,2,0,2,NO,No
32860,70,R,White,2,0,0,1,1,NO,No
32861,65,SP,White,4,3,0,2,2,NO,No
32862,20,R,White,4,0,0,3,1,NO,No
32863,22,HW_O,White,2,0,2,0,2,NO,No
32864,22,HW,White,3,1,0,2,1,NO,No
32865,43,AL_O,White,1,0,0,0,1,NO,No
32866,6,A,Black,1,0,0,1,0,NO,No
32867,8,SP,White,3,2,0,1,2,NO,No
32868,53,AL_O,White,1,0,0,0,1,NO,No
32869,69,SP,Asian,3,2,0,2,1,POV,No
32870,4,HW,White,3,1,0,1,2,NO,No
32871,45,A,White,1,0,0,0,1,NO,No
32872,61,SP,White,3,2,0,3,0,NO,No
32873,3,SP,Black,2,1,0,2,0,NO,No
32874,18,AL_O,Asian,1,0,0,0,1,POV,No
32875,47,AL_O,Hispanic,1,0,0,1,0,NO,Yes
32876,66,A,White,1,0,0,0,1,NO,No
32877,66,R,White,4,0,0,3,1,NO,No
32878,70,HW,Hispanic,3,1,0,1,2,NO,Yes
32879,49,A,White,1,0,0,1,0,NO,No
32880,59,SP,White,5,4,0,4,1,NO,No
32881,12,AL_O,White,1,0,0,0,1,NO,No
32882,14,AL_O,White,1,0,0,1,0,POV,No
32883,67,HW,White,4,2,0,2,2,NO,No
32884,3,A,White,1,0,0,1,0,POV,No
32885,67,HW_O,White,2,0,2,2,0,NO,No
32886,8,A,White,1,0,0,1,0,NO,No
32887,56,HW,White,5,3,0,4,1,NO,No
32888,13,SP,Asian,2,1,0,0,2,POV,No
32889,55,HW_O,White,2,0,2,0,2,NO,No
32890,40,HW,Hispanic,3,1,0,2,1,NO,No
32891,42,HW,Hispanic,4,2,0,1,3,NO,No
32892,58,HW,White,4,2,0,2,2,NO,No
32893,38,HW,White,3,1,0,1,2,NO,No
32894,23,HW_O,White,2,0,2,0,2,NO,No
32895,47,A,White,1,0,0,1,0,NO,No
32896,24,AL_O,White,1,0,0,1,0,NO,No
32897,1,SP,White,3,2,0,1,2,NO,No
32898,70,A,White,1,0,0,1,0,NO,No
32899,55,HW,White,5,3,0,2,3,NO,No
32900,30,AL_O,Hispanic,1,0,0,1,0,NO,No
32901,39,R,White,5,0,0,1,4,NO,No
32902,37,A,White,1,0,0,1,0,POV,No
32903,3,Fam_O,White,3,0,1,1,2,NO,No
32904,14,HW_O,White,2,0,2,1,1,POV,No
32905,17,AL_O,Hispanic,1,0,0,1,0,POV,No
32906,27,AL_O,Black,1,0,0,0,1,NO,No
32907,6,A,Asian,1,0,0,0,1,NO,No
32908,1,HW_O,White,2,0,2,1,1,NO,Yes
32909,40,AL_O,White,1,0,0,1,0,NO,No
32910,70,HW,Asian,3,1,0,1,2,NO,No
32911,2,A,Hispanic,1,0,0,1,0,NO,No
32912,3,A,White,1,0,0,0,1,NO,No
32913,14,SP,White,2,1,0,1,1,NO,No
32914,6,AL_O,White,1,0,0,1,0,NO,No
32915,18,SP,Asian,5,4,0,3,2,POV,No
32916,16,HW,White,3,1,0,1,2,POV,No
32917,8,AL_O,Asian,1,0,0,1,0,POV,No
32918,34,HW,White,4,2,0,2,2,NO,No
32919,19,HW,White,6,4,0,4,2,NO,No
32920,65,SP,White,3,2,0,1,2,POV,No
32921,66,AL_O,Asian,1,0,0,0,1,NO,No
32922,38,HW,White,3,1,0,1,2,NO,No
32923,3,HW,White,3,1,0,2,1,NO,No
32924,12,A,White,1,0,0,1,0,NO,No
32925,44,R,White,2,0,0,0,2,NO,No
32926,1,A,Asian,1,0,0,1,0,NO,No
32927,60,Fam_O,White,3,0,1,1,2,NO,No
32928,24,R,White,3,0,0,2,1,NO,No
32929,11,HW_O,White,2,0,2,0,2,NO,No
32930,51,SP,White,3,2,0,2,1,NO,No
32931,60,HW,Hispanic,5,3,0,1,4,NO,No
32932,53,AL_O,White,1,0,0,0,1,NO,No
32933,27,A,Amer Indian,1,0,0,1,0,NO,No
32934,34,R,White,6,0,0,5,1,NO,No
32935,28,HW,Black,3,1,0,2,1,NO,No
32936,57,SP,Hispanic,3,2,0,1,2,NO,No
32937,2,HW_O,White,2,0,2,2,0,NO,No
32938,69,SP,White,4,3,0,1,3,POV,No
32939,2,SP,Black,5,4,0,2,3,POV,No
32940,3,HW,White,3,1,0,1,2,NO,No
32941,25,SP,White,3,2,0,2,1,NO,No
32942,49,SP,White,4,3,0,1,3,NO,No
32943,37,HW_O,White,2,0,2,0,2,NO,No
32944,1,SP,White,2,1,0,0,2,NO,No
32945,56,AL_O,White,1,0,0,0,1,NO,No
32946,57,HW_O,White,2,0,2,2,0,NO,No
32947,30,R,White,4,0,0,3,1,POV,No
32948,6,A,White,1,0,0,1,0,NO,No
32949,55,SP,White,5,4,0,2,3,NO,No
32950,16,A,Asian,1,0,0,0,1,POV,No
32951,54,A,White,1,0,0,1,0,POV,No
32952,70,AL_O,Black,1,0,0,1,0,NO,No
32953,66,SP,White,2,1,0,1,1,NO,No
32954,42,HW,White,3,1,0,1,2,NO,No
32955,3,HW_O,White,2,0,2,2,0,NO,No
32956,1,AL_O,White,1,0,0,1,0,NO,No
32957,70,AL_O,White,1,0,0,0,1,NO,No
32958,52,AL_O,White,1,0,0,1,0,NO,No
32959,70,A,White,1,0,0,1,0,NO,No
32960,9,SP,White,2,1,0,1,1,NO,No
32961,38,SP,Asian,2,1,0,1,1,NO,No
32962,26,Fam_O,White,3,0,1,1,2,NO,No
32963,1,HW,White,3,1,0,2,1,NO,No
32964,27,HW_O,White,2,0,2,1,1,POV,No
32965,1,R,White,2,0,0,1,1,NO,No
32966,1,A,White,1,0,0,0,1,NO,No
32967,14,AL_O,White,1,0,0,0,1,POV,No
32968,29,HW,White,4,2,0,2,2,NO,No
32969,55,R,White,6,0,0,5,1,NO,No
32970,66,A,White,1,0,0,1,0,NO,No
32971,40,AL_O,White,1,0,0,0,1,NO,No
32972,46,HW_O,Black,2,0,2,0,2,NO,No
32973,66,HW_O,White,2,0,2,2,0,NO,No
32974,4,R,White,6,0,0,3,3,NO,No
32975,13,AL_O,White,1,0,0,1,0,POV,Yes
32976,54,HW,White,3,1,0,2,1,POV,No
32977,43,HW,White,4,2,0,3,1,NO,No
32978,61,Fam_O,White,3,0,1,1,2,NO,No
32979,67,A,White,1,0,0,0,1,NO,No
32980,16,Fam_O,White,3,0,1,2,1,POV,No
32981,55,A,White,1,0,0,0,1,POV,No
32982,22,A,White,1,0,0,1,0,NO,No
32983,19,R,White,3,0,0,0,3,POV,No
32984,70,SP,Hispanic,4,3,0,3,1,NO,No
32985,36,HW_O,White,2,0,2,1,1,NO,No
32986,3,SP,White,3,2,0,2,1,POV,No
32987,59,HW,White,3,1,0,1,2,NO,No
32988,20,HW,White,3,1,0,1,2,NO,No
32989,24,A,White,1,0,0,0,1,NO,No
32990,70,HW,White,4,2,0,3,1,NO,No
32991,25,A,Hispanic,1,0,0,0,1,NO,No
32992,53,SP,White,2,1,0,1,1,NO,No
32993,19,R,White,3,0,0,3,0,NO,No
32994,21,AL_O,White,1,0,0,1,0,NO,No
32995,16,A,White,1,0,0,0,1,POV,Yes
32996,18,HW,White,4,2,0,2,2,POV,No
32997,15,HW,Asian,4,2,0,1,3,POV,Yes
32998,16,HW,White,6,4,0,2,4,NO,No
32999,27,A,White,1,0,0,0,1,NO,Yes
33000,52,HW,White,6,4,0,3,3,NO,No
33001,70,HW,Asian,3,1,0,1,2,NO,No
33002,19,A,Amer Indian,1,0,0,1,0,NO,No
33003,61,AL_O,White,1,0,0,0,1,NO,No
33004,68,HW,White,4,2,0,1,3,NO,No
33005,14,Fam_O,White,3,0,1,1,2,NO,No
33006,8,AL_O,White,1,0,0,1,0,NO,No
33007,32,A,Hispanic,1,0,0,1,0,NO,Yes
33008,9,A,White,1,0,0,1,0,NO,Yes
33009,7,SP,White,4,3,0,0,4,NO,No
33010,44,A,White,1,0,0,0,1,NO,No
33011,21,SP,White,2,1,0,1,1,NO,No
33012,18,HW,White,3,1,0,2,1,POV,No
33013,2,HW,White,4,2,0,2,2,NO,No
33014,24,SP,White,3,2,0,1,2,NO,No
33015,70,HW,Multirace,3,1,0,1,2,POV,No
33016,58,HW,Hispanic,4,2,0,1,3,NO,No
33017,63,HW,White,5,3,0,2,3,NO,No
33018,70,SP,Asian,2,1,0,2,0,NO,No
