"Household_ID","Region","Income","Race","PubTrans"
28572,56,"NO","Black","No"
28573,61,"NO","White","No"
28574,68,"NO","White","Yes"
28575,21,"NO","White","No"
28576,21,"NO","White","Yes"
28577,70,"NO","White","No"
28578,63,"NO","White","No"
28579,51,"NO","White","No"
28580,1,"NO","Asian","No"
28581,59,"NO","White","No"
28582,62,"POV","White","No"
28583,56,"NO","White","No"
28584,30,"NO","Hispanic","No"
28585,55,"NO","Hispanic","No"
28586,10,"NO","Black","No"
28587,1,"NO","Asian","No"
28588,48,"NO","White","No"
28589,44,"NO","Multirace","No"
28590,21,"NO","White","No"
28591,14,"NO","White","No"
28592,2,"POV","White","Yes"
28593,59,"NO","White","No"
28594,67,"NO","Hispanic","No"
28595,68,"NO","White","No"
28596,2,"NO","Asian","No"
28597,56,"NO","White","No"
28598,19,"NO","Hispanic","No"
28599,9,"NO","White","No"
28600,40,"NO","White","No"
28601,16,"POV","White","No"
28602,30,"NO","Hispanic","No"
28603,28,"POV","White","No"
28604,23,"NO","Hispanic","Yes"
28605,2,"NO","White","No"
28606,28,"NO","Black","No"
28607,30,"NO","Hispanic","No"
28608,69,"POV","Asian","No"
28609,16,"NO","White","No"
28610,53,"NO","White","No"
28611,47,"NO","Hispanic","No"
28612,34,"POV","White","No"
28613,70,"NO","Asian","No"
28614,38,"NO","White","No"
28615,3,"NO","White","No"
28616,21,"NO","White","No"
28617,69,"POV","White","No"
28618,61,"NO","White","No"
28619,47,"NO","Hispanic","No"
28620,60,"NO","White","No"
28621,56,"NO","White","No"
28622,4,"NO","Asian","No"
28623,48,"NO","White","No"
28624,56,"NO","Hispanic","No"
28625,61,"NO","White","No"
28626,66,"NO","White","No"
28627,2,"NO","White","No"
28628,59,"NO","Black","No"
28629,27,"POV","Black","No"
28630,68,"NO","White","No"
28631,32,"NO","White","No"
28632,16,"POV","Asian","No"
28633,13,"NO","White","Yes"
28634,2,"NO","White","No"
28635,28,"NO","Black","No"
28636,68,"NO","Asian","No"
28637,56,"NO","White","No"
28638,56,"NO","White","Yes"
28639,18,"POV","White","No"
28640,22,"NO","Hispanic","No"
28641,67,"POV","White","Yes"
28642,1,"NO","Multirace","No"
28643,56,"NO","Hispanic","No"
28644,13,"NO","White","No"
28645,15,"POV","White","No"
28646,40,"NO","Asian","No"
28647,18,"NO","White","No"
28648,63,"POV","Black","No"
28649,47,"NO","White","No"
28650,45,"NO","White","No"
28651,2,"NO","White","No"
28652,67,"NO","White","No"
28653,37,"NO","White","No"
28654,65,"NO","White","No"
28655,59,"NO","White","No"
28656,63,"NO","White","No"
28657,69,"NO","White","Yes"
28658,13,"NO","White","No"
28659,60,"NO","White","Yes"
28660,44,"NO","White","No"
28661,46,"POV","Black","No"
28662,70,"POV","Black","No"
28663,69,"POV","White","No"
28664,8,"NO","White","No"
28665,9,"POV","White","No"
28666,2,"POV","Asian","No"
28667,36,"NO","White","No"
28668,1,"NO","White","No"
28669,25,"NO","White","No"
28670,38,"NO","White","No"
28671,66,"NO","White","No"
28672,70,"NO","White","No"
28673,1,"NO","White","No"
28674,64,"POV","Hispanic","No"
28675,66,"NO","White","No"
28676,56,"NO","White","Yes"
28677,29,"NO","Black","No"
28678,40,"NO","White","No"
28679,35,"NO","White","No"
28680,16,"POV","White","No"
28681,14,"POV","Asian","No"
28682,21,"NO","White","No"
28683,47,"NO","White","No"
28684,13,"NO","White","Yes"
28685,16,"POV","Asian","No"
28686,67,"NO","Hispanic","No"
28687,34,"NO","White","No"
28688,70,"NO","White","No"
28689,16,"POV","White","No"
28690,39,"NO","White","No"
28691,14,"POV","White","No"
28692,15,"NO","White","No"
28693,16,"POV","White","Yes"
28694,44,"NO","White","No"
28695,1,"NO","White","No"
28696,18,"NO","White","No"
28697,37,"NO","White","No"
28698,43,"NO","White","No"
28699,18,"POV","White","No"
28700,38,"POV","White","No"
28701,2,"NO","White","No"
28702,55,"NO","White","No"
28703,60,"NO","White","No"
28704,35,"NO","White","No"
28705,49,"NO","Black","No"
28706,10,"NO","Multirace","No"
28707,70,"NO","White","No"
28708,66,"NO","White","No"
28709,1,"NO","Asian","No"
28710,60,"NO","White","No"
28711,60,"NO","White","No"
28712,17,"POV","Asian","No"
28713,61,"NO","White","No"
28714,13,"NO","White","No"
28715,70,"NO","Asian","No"
28716,11,"NO","White","No"
28717,56,"NO","White","No"
28718,38,"NO","White","No"
28719,2,"POV","White","No"
28720,29,"NO","White","No"
28721,2,"POV","White","No"
28722,19,"NO","White","No"
28723,42,"NO","White","No"
28724,54,"NO","Hispanic","No"
28725,10,"NO","White","No"
28726,30,"NO","White","No"
28727,47,"NO","White","No"
28728,56,"NO","Hispanic","Yes"
28729,1,"POV","White","No"
28730,36,"NO","White","No"
28731,58,"NO","White","No"
28732,31,"NO","Asian","Yes"
28733,65,"NO","White","No"
28734,18,"POV","White","No"
28735,68,"NO","Black","No"
28736,45,"NO","White","No"
28737,68,"NO","White","No"
28738,59,"NO","White","No"
28739,23,"NO","White","No"
28740,1,"NO","White","No"
28741,59,"NO","White","No"
28742,16,"POV","White","No"
28743,15,"NO","White","No"
28744,70,"NO","White","No"
28745,68,"NO","White","No"
28746,47,"NO","White","No"
28747,10,"POV","White","Yes"
28748,18,"NO","Asian","No"
28749,9,"NO","White","No"
28750,69,"POV","White","No"
28751,14,"NO","White","No"
28752,54,"NO","White","No"
28753,8,"NO","White","No"
28754,64,"POV","Hispanic","No"
28755,19,"NO","White","No"
28756,42,"NO","White","No"
28757,48,"NO","White","No"
28758,67,"NO","White","No"
28759,29,"NO","White","No"
28760,16,"POV","White","No"
28761,20,"NO","White","No"
28762,66,"NO","White","No"
28763,59,"NO","White","No"
28764,54,"NO","White","No"
28765,52,"NO","Black","No"
28766,4,"NO","White","No"
28767,22,"NO","White","No"
28768,36,"NO","White","No"
28769,4,"NO","Asian","No"
28770,15,"POV","White","No"
28771,58,"NO","White","No"
28772,7,"NO","White","No"
28773,49,"NO","White","No"
28774,67,"NO","White","No"
28775,58,"NO","Hispanic","No"
28776,14,"POV","White","No"
28777,16,"NO","White","No"
28778,63,"NO","Asian","No"
28779,58,"NO","White","No"
28780,47,"NO","Hispanic","No"
28781,70,"NO","Multirace","No"
28782,65,"NO","White","No"
28783,51,"POV","White","No"
28784,7,"NO","White","No"
28785,57,"NO","Hispanic","No"
28786,17,"POV","Asian","No"
28787,70,"POV","White","No"
28788,56,"NO","White","No"
28789,27,"NO","Amer Indian","No"
28790,60,"NO","White","No"
28791,61,"NO","White","No"
28792,40,"NO","White","No"
28793,16,"POV","Asian","No"
28794,9,"NO","White","No"
28795,48,"NO","White","No"
28796,48,"NO","White","No"
28797,43,"NO","White","No"
28798,34,"NO","Black","No"
28799,63,"NO","Black","No"
28800,40,"NO","White","No"
28801,25,"NO","White","No"
28802,38,"POV","Hispanic","No"
28803,60,"NO","Black","No"
28804,1,"NO","White","No"
28805,6,"NO","Asian","No"
28806,49,"NO","White","No"
28807,70,"POV","White","No"
28808,66,"NO","Asian","No"
28809,11,"NO","White","No"
28810,38,"NO","White","No"
28811,70,"NO","Black","Yes"
28812,10,"NO","Asian","No"
28813,66,"NO","White","No"
28814,69,"NO","White","Yes"
28815,11,"NO","White","No"
28816,2,"NO","White","No"
28817,11,"NO","White","No"
28818,56,"NO","Hispanic","No"
28819,1,"NO","White","No"
28820,33,"POV","White","Yes"
28821,34,"NO","Black","No"
28822,33,"POV","White","No"
28823,14,"POV","White","No"
28824,15,"NO","White","No"
28825,61,"NO","White","No"
28826,1,"NO","White","No"
28827,70,"NO","Hispanic","No"
28828,21,"NO","Black","No"
28829,18,"NO","White","Yes"
28830,66,"NO","White","No"
28831,49,"NO","White","No"
28832,1,"NO","White","No"
28833,23,"NO","White","No"
28834,9,"NO","White","No"
28835,21,"NO","White","No"
28836,3,"POV","White","No"
28837,16,"POV","White","No"
28838,65,"NO","White","No"
28839,70,"NO","White","Yes"
28840,30,"NO","White","No"
28841,70,"NO","White","No"
28842,70,"NO","Asian","No"
28843,10,"NO","White","No"
28844,67,"NO","White","No"
28845,37,"POV","White","No"
28846,13,"POV","Asian","No"
28847,59,"NO","White","No"
28848,3,"NO","White","No"
28849,70,"NO","White","No"
28850,25,"NO","Hispanic","No"
28851,1,"NO","White","No"
28852,66,"NO","White","No"
28853,19,"NO","White","No"
28854,56,"NO","White","No"
28855,3,"NO","White","No"
28856,59,"NO","White","No"
28857,25,"NO","White","No"
28858,70,"POV","White","No"
28859,22,"NO","White","No"
28860,40,"NO","White","No"
28861,45,"NO","White","No"
28862,42,"NO","White","No"
28863,60,"NO","White","No"
28864,48,"NO","White","No"
28865,13,"POV","White","No"
28866,57,"NO","Hispanic","No"
28867,2,"NO","White","No"
28868,70,"POV","White","No"
28869,60,"NO","White","No"
28870,38,"NO","White","No"
28871,59,"NO","White","No"
28872,32,"NO","White","Yes"
28873,4,"NO","White","No"
28874,60,"NO","Hispanic","Yes"
28875,42,"NO","White","No"
28876,4,"NO","White","No"
28877,51,"NO","White","No"
28878,17,"POV","White","No"
28879,4,"NO","Asian","No"
28880,33,"NO","White","No"
28881,67,"NO","Hispanic","No"
28882,27,"NO","White","No"
28883,25,"NO","White","No"
28884,9,"POV","White","Yes"
28885,13,"NO","White","No"
28886,60,"NO","White","No"
28887,3,"NO","White","No"
28888,66,"NO","White","No"
28889,15,"NO","White","No"
28890,37,"NO","White","No"
28891,70,"NO","Hispanic","No"
28892,27,"POV","White","No"
28893,59,"NO","White","No"
28894,59,"POV","White","No"
28895,67,"NO","Hispanic","No"
28896,12,"NO","White","No"
28897,66,"NO","White","No"
28898,64,"NO","White","No"
28899,66,"NO","White","No"
28900,68,"NO","White","No"
28901,38,"NO","White","No"
28902,1,"POV","White","No"
28903,69,"POV","White","No"
28904,67,"NO","White","No"
28905,48,"POV","White","No"
28906,18,"POV","White","No"
28907,12,"NO","White","No"
28908,67,"NO","Hispanic","No"
28909,9,"NO","Multirace","Yes"
28910,30,"NO","White","No"
28911,65,"NO","White","No"
28912,33,"NO","Black","No"
28913,4,"NO","White","No"
28914,52,"NO","White","No"
28915,54,"NO","White","No"
28916,37,"NO","Hispanic","No"
28917,1,"NO","White","No"
28918,63,"NO","White","No"
28919,30,"NO","White","No"
28920,42,"NO","White","No"
28921,44,"NO","White","No"
28922,8,"NO","Asian","No"
28923,14,"POV","Asian","No"
28924,6,"NO","Hispanic","No"
28925,29,"NO","White","No"
28926,11,"NO","Black","No"
28927,11,"NO","White","No"
28928,66,"NO","White","No"
28929,66,"NO","White","No"
28930,4,"NO","White","No"
28931,10,"NO","White","No"
28932,69,"POV","Asian","No"
28933,3,"NO","White","No"
28934,60,"NO","Black","No"
28935,19,"NO","White","No"
28936,1,"POV","White","No"
28937,53,"POV","White","No"
28938,1,"POV","White","No"
28939,56,"NO","White","Yes"
28940,29,"POV","White","No"
28941,63,"POV","White","No"
28942,1,"POV","White","No"
28943,70,"NO","White","No"
28944,49,"NO","White","Yes"
28945,14,"NO","White","No"
28946,10,"NO","White","No"
28947,38,"POV","White","No"
28948,15,"POV","White","No"
28949,68,"NO","Multirace","No"
28950,70,"NO","White","No"
28951,2,"POV","White","No"
28952,14,"NO","White","No"
28953,19,"NO","White","No"
28954,50,"NO","White","No"
28955,34,"NO","White","No"
28956,59,"NO","White","No"
28957,16,"NO","White","Yes"
28958,30,"POV","Hispanic","No"
28959,18,"POV","White","Yes"
28960,1,"NO","Asian","No"
28961,4,"NO","White","No"
28962,19,"NO","White","No"
28963,4,"NO","White","No"
28964,3,"NO","Asian","No"
28965,13,"POV","White","No"
28966,14,"POV","Asian","No"
28967,50,"NO","White","No"
28968,56,"POV","White","No"
28969,2,"NO","Asian","No"
28970,70,"POV","White","Yes"
28971,59,"POV","White","No"
28972,4,"NO","White","No"
28973,37,"NO","White","No"
28974,38,"NO","White","No"
28975,3,"POV","White","No"
28976,4,"NO","White","No"
28977,15,"POV","Asian","No"
28978,18,"POV","White","No"
28979,34,"NO","Black","No"
28980,67,"NO","White","No"
28981,3,"POV","Asian","No"
28982,70,"NO","White","No"
28983,66,"NO","White","No"
28984,46,"NO","White","No"
28985,30,"NO","Black","No"
28986,67,"POV","White","No"
28987,47,"NO","White","No"
28988,1,"NO","White","Yes"
28989,42,"NO","White","No"
28990,16,"POV","White","No"
28991,33,"POV","White","No"
28992,2,"NO","White","No"
28993,21,"NO","Hispanic","No"
28994,3,"NO","White","No"
28995,13,"POV","White","No"
28996,36,"NO","White","No"
28997,18,"POV","White","No"
28998,1,"POV","White","No"
28999,70,"POV","Multirace","Yes"
29000,69,"POV","Asian","Yes"
29001,23,"NO","White","No"
29002,46,"POV","White","No"
29003,3,"NO","White","No"
29004,54,"NO","Asian","No"
29005,63,"NO","White","No"
29006,67,"NO","White","No"
29007,1,"NO","White","No"
29008,31,"POV","White","Yes"
29009,70,"POV","White","No"
29010,40,"NO","White","No"
29011,42,"NO","White","No"
29012,65,"NO","White","No"
29013,24,"NO","White","No"
29014,26,"POV","Black","No"
29015,46,"NO","White","No"
29016,1,"NO","White","No"
29017,31,"NO","White","No"
29018,69,"POV","White","No"
29019,45,"NO","White","No"
29020,64,"NO","White","No"
29021,38,"NO","White","No"
29022,1,"NO","White","No"
29023,38,"POV","Hispanic","No"
29024,70,"POV","Asian","No"
29025,1,"NO","White","No"
29026,30,"NO","Hispanic","No"
29027,8,"NO","White","No"
29028,66,"NO","White","No"
29029,43,"NO","Hispanic","No"
29030,3,"NO","White","No"
29031,61,"NO","Hispanic","No"
29032,4,"NO","White","No"
29033,62,"NO","Hispanic","No"
29034,60,"NO","White","No"
29035,69,"POV","Asian","Yes"
29036,20,"NO","White","No"
29037,31,"NO","Multirace","No"
29038,48,"NO","White","No"
29039,23,"NO","White","No"
29040,61,"NO","White","No"
29041,34,"POV","White","No"
29042,16,"POV","White","No"
29043,49,"NO","White","No"
29044,54,"NO","White","No"
29045,19,"NO","White","Yes"
29046,16,"POV","Asian","No"
29047,52,"NO","Hispanic","Yes"
29048,28,"NO","White","No"
29049,58,"NO","Hispanic","No"
29050,67,"NO","White","No"
29051,31,"NO","White","No"
29052,61,"NO","White","No"
29053,19,"NO","White","No"
29054,33,"NO","Black","No"
29055,6,"POV","Hispanic","No"
29056,60,"NO","White","No"
29057,57,"POV","Hispanic","No"
29058,14,"NO","White","No"
29059,59,"NO","White","No"
29060,51,"NO","White","No"
29061,18,"NO","White","No"
29062,16,"NO","White","No"
29063,70,"POV","Asian","No"
29064,17,"NO","White","No"
29065,13,"POV","Asian","No"
29066,38,"NO","White","No"
29067,30,"NO","White","No"
29068,12,"POV","Multirace","No"
29069,1,"NO","White","No"
29070,63,"NO","White","No"
29071,69,"POV","Asian","Yes"
29072,27,"NO","White","No"
29073,66,"NO","White","No"
29074,66,"NO","White","No"
29075,42,"NO","White","No"
29076,56,"NO","White","No"
29077,65,"NO","White","No"
29078,13,"NO","White","No"
29079,14,"NO","Asian","No"
29080,16,"POV","White","No"
29081,70,"NO","Black","No"
29082,14,"NO","White","No"
29083,25,"NO","White","No"
29084,32,"NO","White","Yes"
29085,70,"POV","White","No"
29086,43,"NO","White","No"
29087,44,"NO","White","No"
29088,14,"NO","White","No"
29089,26,"NO","White","No"
29090,1,"NO","White","No"
29091,70,"NO","White","No"
29092,33,"NO","Hispanic","Yes"
29093,42,"POV","White","No"
29094,4,"NO","White","No"
29095,20,"NO","White","No"
29096,20,"NO","Hispanic","No"
29097,16,"NO","White","No"
29098,15,"NO","Asian","No"
29099,22,"NO","White","No"
29100,70,"NO","Hispanic","No"
29101,27,"NO","Black","Yes"
29102,47,"NO","Hispanic","No"
29103,20,"NO","White","No"
29104,25,"NO","White","No"
29105,50,"NO","Amer Indian","Yes"
29106,43,"NO","White","No"
29107,19,"NO","Hispanic","No"
29108,6,"POV","White","No"
29109,1,"NO","White","No"
29110,53,"NO","White","No"
29111,16,"POV","White","No"
29112,39,"NO","White","No"
29113,57,"NO","Asian","No"
29114,58,"NO","White","No"
29115,60,"POV","White","No"
29116,36,"NO","White","No"
29117,66,"NO","White","No"
29118,45,"NO","White","No"
29119,24,"NO","White","No"
29120,32,"POV","White","No"
29121,65,"NO","White","No"
29122,3,"NO","Asian","No"
29123,2,"NO","White","No"
29124,27,"NO","Black","No"
29125,69,"POV","Asian","No"
29126,38,"POV","White","No"
29127,60,"NO","Hispanic","No"
29128,6,"POV","White","No"
29129,52,"NO","Asian","No"
29130,49,"NO","White","No"
29131,2,"NO","White","No"
29132,16,"POV","Asian","No"
29133,59,"NO","Black","No"
29134,45,"NO","White","No"
29135,55,"NO","White","No"
29136,8,"NO","White","No"
29137,55,"NO","White","No"
29138,61,"NO","Hispanic","No"
29139,64,"NO","White","No"
29140,12,"POV","White","No"
29141,56,"NO","White","No"
29142,59,"NO","White","No"
29143,47,"NO","White","No"
29144,18,"NO","White","No"
29145,69,"POV","White","No"
29146,70,"NO","White","Yes"
29147,66,"NO","White","No"
29148,63,"POV","Black","No"
29149,8,"POV","White","No"
29150,3,"POV","White","No"
29151,15,"POV","Black","No"
29152,25,"NO","White","No"
29153,14,"POV","White","No"
29154,15,"NO","White","No"
29155,50,"NO","White","No"
29156,23,"NO","White","No"
29157,31,"POV","White","Yes"
29158,8,"NO","White","No"
29159,15,"POV","Black","No"
29160,69,"NO","Asian","No"
29161,61,"NO","White","No"
29162,66,"NO","White","No"
29163,37,"NO","Hispanic","No"
29164,60,"NO","White","Yes"
29165,53,"NO","White","No"
29166,40,"NO","White","No"
29167,48,"NO","White","No"
29168,67,"NO","White","No"
29169,58,"NO","Hispanic","No"
29170,36,"NO","Black","No"
29171,55,"NO","White","No"
29172,37,"POV","Hispanic","No"
29173,25,"NO","Hispanic","No"
29174,28,"NO","White","Yes"
29175,61,"NO","White","No"
29176,18,"POV","White","No"
29177,4,"NO","White","No"
29178,4,"NO","White","No"
29179,26,"NO","White","No"
29180,39,"POV","White","Yes"
29181,62,"NO","Hispanic","No"
29182,40,"NO","White","No"
29183,1,"NO","White","No"
29184,50,"NO","White","No"
29185,38,"NO","White","No"
29186,70,"NO","White","No"
29187,3,"NO","White","No"
29188,23,"NO","White","No"
29189,22,"NO","White","No"
29190,3,"NO","White","No"
29191,58,"NO","White","No"
29192,63,"NO","Asian","No"
29193,70,"NO","Hispanic","No"
29194,52,"NO","White","No"
29195,38,"NO","Hispanic","No"
29196,13,"NO","White","No"
29197,68,"NO","Asian","No"
29198,4,"NO","White","No"
29199,51,"NO","White","No"
29200,1,"NO","White","No"
29201,69,"POV","Asian","No"
29202,16,"POV","Asian","Yes"
29203,1,"NO","White","Yes"
29204,36,"POV","Asian","No"
29205,70,"NO","White","No"
29206,59,"NO","White","No"
29207,17,"NO","White","No"
29208,13,"POV","White","No"
29209,14,"POV","White","No"
29210,16,"POV","White","No"
29211,16,"POV","White","No"
29212,34,"NO","White","No"
29213,12,"POV","White","No"
29214,21,"NO","Black","No"
29215,45,"NO","White","No"
29216,9,"NO","White","No"
29217,56,"POV","White","No"
29218,25,"NO","Hispanic","No"
29219,37,"NO","White","No"
29220,30,"NO","White","No"
29221,38,"NO","White","No"
29222,38,"POV","White","No"
29223,10,"NO","Asian","No"
29224,62,"NO","Black","No"
29225,25,"NO","White","No"
29226,68,"NO","Multirace","No"
29227,34,"NO","White","No"
29228,66,"NO","White","No"
29229,19,"NO","White","No"
29230,58,"NO","Hispanic","No"
29231,18,"POV","Asian","No"
29232,63,"NO","White","No"
29233,1,"POV","Asian","No"
29234,65,"NO","White","No"
29235,69,"POV","Asian","No"
29236,30,"POV","Black","No"
29237,65,"NO","White","No"
29238,70,"NO","Hispanic","No"
29239,62,"NO","Hispanic","No"
29240,59,"NO","White","No"
29241,3,"NO","White","No"
29242,30,"POV","White","No"
29243,17,"POV","Asian","No"
29244,62,"NO","White","No"
29245,9,"NO","White","No"
29246,1,"NO","Asian","No"
29247,70,"NO","White","No"
29248,59,"POV","White","No"
29249,59,"NO","White","No"
29250,4,"NO","White","No"
29251,44,"NO","Multirace","No"
29252,15,"POV","White","No"
29253,54,"NO","White","No"
29254,14,"POV","White","No"
29255,70,"NO","Asian","No"
29256,51,"NO","Black","No"
29257,70,"NO","White","No"
29258,43,"NO","White","No"
29259,11,"NO","Asian","No"
29260,38,"NO","White","No"
29261,3,"NO","White","No"
29262,11,"NO","Asian","No"
29263,70,"NO","White","No"
29264,29,"NO","Black","No"
29265,58,"NO","Hispanic","No"
29266,2,"NO","Asian","No"
29267,69,"POV","White","Yes"
29268,19,"POV","Amer Indian","No"
29269,16,"POV","Black","No"
29270,69,"POV","White","No"
29271,56,"NO","White","No"
29272,55,"NO","White","No"
29273,69,"POV","Multirace","No"
29274,58,"NO","Hispanic","No"
29275,36,"POV","White","No"
29276,69,"NO","White","No"
29277,37,"POV","Black","No"
29278,59,"NO","White","No"
29279,9,"NO","White","No"
29280,16,"NO","Asian","No"
29281,62,"NO","White","No"
29282,70,"NO","White","No"
29283,60,"NO","White","No"
29284,47,"NO","White","No"
29285,14,"NO","Asian","No"
29286,65,"NO","White","No"
29287,26,"NO","White","No"
29288,57,"NO","Hispanic","No"
29289,53,"NO","Black","No"
29290,66,"NO","White","No"
29291,18,"NO","Asian","No"
29292,30,"POV","Hispanic","No"
29293,56,"NO","Black","No"
29294,70,"POV","White","No"
29295,8,"NO","White","No"
29296,66,"NO","White","No"
29297,56,"NO","White","No"
29298,1,"NO","White","No"
29299,53,"NO","White","No"
29300,52,"NO","Asian","No"
29301,4,"NO","Asian","No"
29302,68,"NO","White","No"
29303,56,"NO","White","No"
29304,3,"NO","White","No"
29305,2,"NO","White","No"
29306,27,"POV","Black","No"
29307,25,"NO","Hispanic","No"
29308,1,"NO","Multirace","No"
29309,13,"NO","White","No"
29310,52,"NO","Hispanic","No"
29311,32,"NO","Asian","Yes"
29312,1,"NO","White","No"
29313,44,"NO","White","No"
29314,22,"NO","Hispanic","No"
29315,19,"NO","White","No"
29316,70,"NO","Black","No"
29317,66,"NO","White","No"
29318,70,"NO","Hispanic","No"
29319,58,"NO","Hispanic","No"
29320,19,"NO","White","Yes"
29321,24,"NO","Multirace","No"
29322,12,"NO","Hispanic","No"
29323,27,"NO","White","Yes"
29324,14,"POV","Asian","No"
29325,59,"NO","Hispanic","No"
29326,56,"NO","White","No"
29327,69,"POV","White","No"
29328,51,"NO","White","No"
29329,65,"POV","White","No"
29330,69,"POV","White","Yes"
29331,65,"NO","White","No"
29332,60,"NO","White","No"
29333,13,"POV","White","Yes"
29334,27,"NO","Black","No"
29335,21,"NO","White","No"
29336,49,"NO","White","No"
29337,38,"NO","White","No"
29338,3,"NO","White","No"
29339,14,"POV","White","No"
29340,44,"NO","White","No"
29341,3,"NO","White","No"
29342,13,"POV","White","No"
29343,40,"NO","White","No"
29344,67,"POV","White","No"
29345,66,"NO","White","No"
29346,70,"NO","Asian","No"
29347,60,"NO","White","No"
29348,19,"NO","Black","No"
29349,7,"NO","White","No"
29350,47,"NO","White","No"
29351,42,"NO","White","No"
29352,32,"NO","White","No"
29353,30,"NO","Hispanic","No"
29354,12,"NO","Multirace","No"
29355,66,"NO","White","No"
29356,70,"NO","Hispanic","No"
29357,19,"NO","Black","No"
29358,59,"NO","White","No"
29359,17,"POV","White","Yes"
29360,33,"NO","White","No"
29361,22,"NO","White","No"
29362,43,"NO","White","No"
29363,66,"NO","White","No"
29364,1,"NO","White","No"
29365,1,"NO","White","No"
29366,70,"NO","White","No"
29367,1,"NO","White","No"
29368,2,"POV","White","No"
29369,41,"POV","White","No"
29370,41,"NO","White","No"
29371,24,"NO","White","Yes"
29372,3,"NO","White","No"
29373,1,"NO","White","No"
29374,61,"POV","Asian","No"
29375,51,"NO","White","No"
29376,60,"POV","White","No"
29377,3,"POV","White","No"
29378,16,"NO","Black","No"
29379,58,"NO","Hispanic","No"
29380,66,"NO","White","No"
29381,33,"NO","White","No"
29382,58,"NO","Hispanic","No"
29383,1,"POV","White","Yes"
29384,66,"NO","White","No"
29385,31,"NO","White","No"
29386,10,"NO","White","No"
29387,39,"NO","White","No"
29388,13,"POV","Hispanic","Yes"
29389,51,"NO","White","No"
29390,60,"NO","Hispanic","Yes"
29391,51,"NO","White","No"
29392,19,"POV","White","No"
29393,18,"POV","White","Yes"
29394,47,"NO","White","No"
29395,52,"NO","Hispanic","No"
29396,66,"NO","White","No"
29397,41,"NO","Hispanic","Yes"
29398,61,"NO","White","No"
29399,14,"POV","White","No"
29400,52,"NO","Hispanic","Yes"
29401,56,"NO","Black","Yes"
29402,30,"NO","Black","No"
29403,27,"NO","White","Yes"
29404,27,"POV","White","Yes"
29405,48,"NO","Multirace","No"
29406,55,"NO","White","No"
29407,66,"NO","White","No"
29408,11,"NO","Asian","No"
29409,29,"NO","White","No"
29410,28,"NO","White","No"
29411,13,"NO","White","Yes"
29412,3,"NO","White","No"
29413,2,"POV","White","No"
29414,59,"NO","White","No"
29415,70,"NO","Asian","Yes"
29416,69,"POV","Hispanic","Yes"
29417,68,"NO","White","No"
29418,42,"NO","White","No"
29419,56,"NO","Black","No"
29420,68,"NO","White","No"
29421,4,"NO","White","Yes"
29422,34,"NO","Black","No"
29423,1,"POV","White","No"
29424,47,"NO","White","No"
29425,12,"NO","White","No"
29426,13,"POV","White","No"
29427,1,"NO","White","No"
29428,58,"NO","Hispanic","No"
29429,44,"NO","White","No"
29430,13,"NO","White","No"
29431,56,"NO","White","No"
29432,54,"NO","Hispanic","No"
29433,37,"NO","Hispanic","No"
29434,18,"POV","Asian","No"
29435,54,"NO","White","No"
29436,9,"POV","White","Yes"
29437,70,"NO","White","Yes"
29438,1,"NO","White","No"
29439,20,"NO","White","No"
29440,66,"NO","White","No"
29441,58,"NO","Hispanic","No"
29442,52,"NO","White","No"
29443,37,"NO","White","No"
29444,16,"POV","Asian","No"
29445,60,"POV","Hispanic","No"
29446,28,"NO","White","No"
29447,57,"POV","Hispanic","No"
29448,30,"NO","White","No"
29449,61,"NO","White","No"
29450,3,"NO","White","No"
29451,70,"NO","White","No"
29452,42,"NO","White","No"
29453,25,"NO","White","No"
29454,15,"NO","White","No"
29455,61,"NO","White","No"
29456,1,"NO","White","No"
29457,56,"NO","White","No"
29458,18,"POV","White","No"
29459,66,"NO","White","No"
29460,14,"NO","Asian","No"
29461,63,"NO","White","No"
29462,56,"NO","White","No"
29463,49,"NO","White","Yes"
29464,27,"NO","Black","Yes"
29465,33,"NO","White","No"
29466,61,"NO","White","No"
29467,67,"NO","Asian","No"
29468,29,"NO","White","No"
29469,48,"NO","White","No"
29470,35,"NO","White","No"
29471,35,"NO","Hispanic","No"
29472,56,"NO","White","No"
29473,3,"NO","White","No"
29474,66,"NO","White","No"
29475,48,"NO","Hispanic","No"
29476,66,"NO","White","No"
29477,44,"NO","White","No"
29478,68,"NO","Black","No"
29479,57,"POV","White","No"
29480,60,"NO","White","No"
29481,55,"NO","White","No"
29482,2,"POV","White","No"
29483,25,"NO","Hispanic","No"
29484,46,"NO","White","No"
29485,59,"NO","White","No"
29486,16,"POV","White","No"
29487,19,"NO","Black","No"
29488,66,"NO","Asian","No"
29489,69,"NO","Black","No"
29490,66,"NO","White","No"
29491,59,"NO","White","No"
29492,44,"NO","White","No"
29493,70,"POV","Asian","No"
29494,54,"NO","White","No"
29495,43,"NO","White","No"
29496,69,"POV","Asian","No"
29497,51,"NO","White","No"
29498,31,"POV","White","No"
29499,42,"NO","White","No"
29500,4,"NO","Hispanic","No"
29501,37,"POV","White","No"
29502,13,"NO","White","No"
29503,59,"NO","Hispanic","No"
29504,42,"NO","White","No"
29505,69,"NO","White","No"
29506,35,"NO","Hispanic","No"
29507,69,"POV","White","No"
29508,1,"NO","White","No"
29509,67,"NO","Asian","No"
29510,2,"NO","White","No"
29511,48,"NO","White","No"
